Country or Area,Year,Age of mother,Value
TFYR of Macedonia,2004,35 - 39,1375
TFYR of Macedonia,2004,40 - 44,245
TFYR of Macedonia,2004,45 - 49,14
TFYR of Macedonia,2004,50 +,1
TFYR of Macedonia,2004,Unknown,5
TFYR of Macedonia,2003,Total,27011
TFYR of Macedonia,2003,14-Dec,20
TFYR of Macedonia,2003,15 - 19,2050
TFYR of Macedonia,2003,20 - 24,8843
TFYR of Macedonia,2003,25 - 29,9648
TFYR of Macedonia,2003,30 - 34,4700
TFYR of Macedonia,2003,35 - 39,1456
TFYR of Macedonia,2003,40 - 44,245
TFYR of Macedonia,2003,45 - 49,13
TFYR of Macedonia,2003,50,4
TFYR of Macedonia,2003,Unknown,32
TFYR of Macedonia,2002,Total,27761
TFYR of Macedonia,2002,0 - 14,35
TFYR of Macedonia,2002,15 - 19,2062
TFYR of Macedonia,2002,20 - 24,9338
TFYR of Macedonia,2002,25 - 29,9764
TFYR of Macedonia,2002,30 - 34,4828
TFYR of Macedonia,2002,35 - 39,1417
TFYR of Macedonia,2002,40 - 44,287
TFYR of Macedonia,2002,45 - 49,11
TFYR of Macedonia,2002,Unknown,19
TFYR of Macedonia,2001,Total,27010
TFYR of Macedonia,2001,0 - 14,39
TFYR of Macedonia,2001,14-Dec,39
TFYR of Macedonia,2001,15 - 19,2163
TFYR of Macedonia,2001,20 - 24,9228
TFYR of Macedonia,2001,25 - 29,9474
TFYR of Macedonia,2001,30 - 34,4492
TFYR of Macedonia,2001,35 - 39,1363
TFYR of Macedonia,2001,40 - 44,219
TFYR of Macedonia,2001,45 - 49,15
TFYR of Macedonia,2001,50 +,1
TFYR of Macedonia,2001,Unknown,16
TFYR of Macedonia,2000,Total,29308
TFYR of Macedonia,2000,0 - 14,29
TFYR of Macedonia,2000,15 - 19,2564
TFYR of Macedonia,2000,20 - 24,10216
TFYR of Macedonia,2000,25 - 29,10174
TFYR of Macedonia,2000,30 - 34,4591
TFYR of Macedonia,2000,35 - 39,1441
TFYR of Macedonia,2000,40 - 44,240
TFYR of Macedonia,2000,45 - 49,13
TFYR of Macedonia,2000,Unknown,40
TFYR of Macedonia,1999,Total,27309
TFYR of Macedonia,1999,0 - 14,25
TFYR of Macedonia,1999,15 - 19,2489
TFYR of Macedonia,1999,20 - 24,9927
TFYR of Macedonia,1999,25 - 29,9159
TFYR of Macedonia,1999,30 - 34,4162
TFYR of Macedonia,1999,35 - 39,1267
TFYR of Macedonia,1999,40 - 44,208
TFYR of Macedonia,1999,45 - 49,19
TFYR of Macedonia,1999,50 +,4
TFYR of Macedonia,1999,Unknown,49
TFYR of Macedonia,1997,Total,29478
TFYR of Macedonia,1997,0 - 14,27
TFYR of Macedonia,1997,15 - 19,2938
TFYR of Macedonia,1997,20 - 24,11010
TFYR of Macedonia,1997,25 - 29,9539
TFYR of Macedonia,1997,30 - 34,4369
TFYR of Macedonia,1997,35 - 39,1277
TFYR of Macedonia,1997,40 - 44,250
TFYR of Macedonia,1997,45 +,21
TFYR of Macedonia,1997,Unknown,47
TFYR of Macedonia,1996,Total,31403
TFYR of Macedonia,1996,0 - 14,27
TFYR of Macedonia,1996,15 - 19,3107
TFYR of Macedonia,1996,20 - 24,11953
TFYR of Macedonia,1996,25 - 29,10191
TFYR of Macedonia,1996,30 - 34,4520
TFYR of Macedonia,1996,35 - 39,1294
TFYR of Macedonia,1996,40 - 44,259
TFYR of Macedonia,1996,45 +,18
TFYR of Macedonia,1996,Unknown,34
TFYR of Macedonia,1995,Total,32154
TFYR of Macedonia,1995,0 - 14,26
TFYR of Macedonia,1995,15 - 19,3520
TFYR of Macedonia,1995,20 - 24,11887
TFYR of Macedonia,1995,25 - 29,10412
TFYR of Macedonia,1995,30 - 34,4548
TFYR of Macedonia,1995,35 - 39,1323
TFYR of Macedonia,1995,40 - 44,265
TFYR of Macedonia,1995,45 - 49,15
TFYR of Macedonia,1995,50 +,6
TFYR of Macedonia,1995,Unknown,152
TFYR of Macedonia,1994,Total,33487
TFYR of Macedonia,1994,0 - 14,28
TFYR of Macedonia,1994,15 - 19,3606
TFYR of Macedonia,1994,20 - 24,12387
TFYR of Macedonia,1994,25 - 29,10811
TFYR of Macedonia,1994,30 - 34,4743
TFYR of Macedonia,1994,35 - 39,1356
TFYR of Macedonia,1994,40 - 44,283
TFYR of Macedonia,1994,45 - 49,17
TFYR of Macedonia,1994,50 +,7
TFYR of Macedonia,1994,Unknown,249
TFYR of Macedonia,1993,Total,32374
TFYR of Macedonia,1993,0 - 14,36
TFYR of Macedonia,1993,15 - 19,3675
TFYR of Macedonia,1993,20 - 24,12247
TFYR of Macedonia,1993,25 - 29,10384
TFYR of Macedonia,1993,30 - 34,4217
TFYR of Macedonia,1993,35 - 39,1278
TFYR of Macedonia,1993,40 - 44,239
TFYR of Macedonia,1993,45 - 49,11
TFYR of Macedonia,1993,50 +,4
TFYR of Macedonia,1993,Unknown,283
TFYR of Macedonia,1992,Total,33238
TFYR of Macedonia,1992,0 - 14,16
TFYR of Macedonia,1992,15 - 19,3431
TFYR of Macedonia,1992,20 - 24,12766
TFYR of Macedonia,1992,25 - 29,10731
TFYR of Macedonia,1992,30 - 34,4376
TFYR of Macedonia,1992,35 - 39,1351
TFYR of Macedonia,1992,40 - 44,233
TFYR of Macedonia,1992,45 - 49,10
TFYR of Macedonia,1992,50 +,3
TFYR of Macedonia,1992,Unknown,321
TFYR of Macedonia,1991,Total,34830
TFYR of Macedonia,1991,0 - 14,29
TFYR of Macedonia,1991,15 - 19,3612
TFYR of Macedonia,1991,20 - 24,13366
TFYR of Macedonia,1991,25 - 29,11205
TFYR of Macedonia,1991,30 - 34,4744
TFYR of Macedonia,1991,35 - 39,1464
TFYR of Macedonia,1991,40 - 44,249
TFYR of Macedonia,1991,45 - 49,19
TFYR of Macedonia,1991,50 +,4
TFYR of Macedonia,1991,Unknown,138
TFYR of Macedonia,1990,Total,35401
TFYR of Macedonia,1990,0 - 14,38
TFYR of Macedonia,1990,15 - 19,3802
TFYR of Macedonia,1990,20 - 24,13971
TFYR of Macedonia,1990,25 - 29,11246
TFYR of Macedonia,1990,30 - 34,4546
TFYR of Macedonia,1990,35 - 39,1438
TFYR of Macedonia,1990,40 - 44,265
TFYR of Macedonia,1990,45 +,15
TFYR of Macedonia,1990,Unknown,80
TFYR of Macedonia,1989,Total,35927
TFYR of Macedonia,1989,0 - 14,33
TFYR of Macedonia,1989,15 - 19,3946
TFYR of Macedonia,1989,20 - 24,14373
TFYR of Macedonia,1989,25 - 29,11301
TFYR of Macedonia,1989,30 - 34,4550
TFYR of Macedonia,1989,35 - 39,1416
TFYR of Macedonia,1989,40 - 44,242
TFYR of Macedonia,1989,45 - 49,16
TFYR of Macedonia,1989,50 +,9
TFYR of Macedonia,1989,Unknown,41
Timor-Leste,2004,Total,39168
Timor-Leste,2004,15 - 19,1999
Timor-Leste,2004,20 - 24,9387
Timor-Leste,2004,25 - 29,9335
Timor-Leste,2004,30 - 34,9214
Timor-Leste,2004,35 - 39,5403
Timor-Leste,2004,40 - 44,2814
Timor-Leste,2004,45 - 49,787
Timor-Leste,2004,50 +,229
Tonga,2003,Total,2781
Tonga,2003,0 - 14,0
Tonga,2003,15 - 19,94
Tonga,2003,20 - 24,619
Tonga,2003,25 - 29,787
Tonga,2003,30 - 34,643
Tonga,2003,35 - 39,405
Tonga,2003,40 - 44,110
Tonga,2003,45 - 49,10
Tonga,2003,50 +,0
Tonga,2003,Unknown,113
Tonga,2002,Total,2662
Tonga,2002,0 - 14,0
Tonga,2002,15 - 19,111
Tonga,2002,20 - 24,530
Tonga,2002,25 - 29,633
Tonga,2002,30 - 34,690
Tonga,2002,35 - 39,351
Tonga,2002,40 - 44,108
Tonga,2002,45 - 49,7
Tonga,2002,50 +,0
Tonga,2002,Unknown,232
Tonga,2000,Total,2471
Tonga,2000,0 - 14,2
Tonga,2000,15 - 19,101
Tonga,2000,20 - 24,528
Tonga,2000,25 - 29,695
Tonga,2000,30 - 34,688
Tonga,2000,35 - 39,314
Tonga,2000,40 - 44,122
Tonga,2000,45 - 49,14
Tonga,2000,Unknown,7
Tonga,1999,Total,2599
Tonga,1999,0 - 14,1
Tonga,1999,15 - 19,148
Tonga,1999,20 - 24,527
Tonga,1999,25 - 29,726
Tonga,1999,30 - 34,582
Tonga,1999,35 - 39,303
Tonga,1999,40 - 44,104
Tonga,1999,45 - 49,6
Tonga,1999,Unknown,202
Tonga,1998,Total,2737
Tonga,1998,15 - 19,115
Tonga,1998,20 - 24,568
Tonga,1998,25 - 29,860
Tonga,1998,30 - 34,637
Tonga,1998,35 - 39,364
Tonga,1998,40 - 44,139
Tonga,1998,45 - 49,13
Tonga,1998,50 +,1
Tonga,1998,Unknown,40
Tonga,1997,Total,2700
Tonga,1997,15 - 19,95
Tonga,1997,20 - 24,547
Tonga,1997,25 - 29,864
Tonga,1997,30 - 34,567
Tonga,1997,35 - 39,310
Tonga,1997,40 - 44,132
Tonga,1997,45 - 49,18
Tonga,1997,50 +,3
Tonga,1997,Unknown,164
Tonga,1996,Total,2742
Tonga,1996,15 - 19,100
Tonga,1996,20 - 24,585
Tonga,1996,25 - 29,812
Tonga,1996,30 - 34,548
Tonga,1996,35 - 39,330
Tonga,1996,40 - 44,136
Tonga,1996,45 - 49,27
Tonga,1996,Unknown,203
Tonga,1995,Total,2915
Tonga,1995,0 - 14,1
Tonga,1995,15 - 19,106
Tonga,1995,20 - 24,645
Tonga,1995,25 - 29,867
Tonga,1995,30 - 34,553
Tonga,1995,35 - 39,410
Tonga,1995,40 - 44,153
Tonga,1995,50 +,1
Tonga,1995,Unknown,160
Tonga,1994,Total,2775
Tonga,1994,0 - 14,3
Tonga,1994,15 - 19,83
Tonga,1994,20 - 24,618
Tonga,1994,25 - 29,852
Tonga,1994,30 - 34,547
Tonga,1994,35 - 39,338
Tonga,1994,40 - 44,153
Tonga,1994,45 - 49,20
Tonga,1994,50 +,1
Tonga,1994,Unknown,160
Tonga,1993,Total,2737
Tonga,1993,0 - 14,2
Tonga,1993,15 - 19,112
Tonga,1993,20 - 24,586
Tonga,1993,25 - 29,693
Tonga,1993,30 - 34,482
Tonga,1993,35 - 39,313
Tonga,1993,40 - 44,145
Tonga,1993,45 - 49,17
Tonga,1993,50 +,4
Tonga,1993,Unknown,383
Tonga,1990,Total,2548
Tonga,1990,0 - 14,0
Tonga,1990,15 - 19,131
Tonga,1990,20 - 24,594
Tonga,1990,25 - 29,844
Tonga,1990,30 - 34,422
Tonga,1990,35 - 39,445
Tonga,1990,40 - 44,99
Tonga,1990,45 - 49,10
Tonga,1990,50 +,3
Trinidad and Tobago,2006,Total,18090
Trinidad and Tobago,2006,0 - 14,27
Trinidad and Tobago,2006,15 - 19,2115
Trinidad and Tobago,2006,20 - 24,5640
Trinidad and Tobago,2006,25 - 29,4938
Trinidad and Tobago,2006,30 - 34,3268
Trinidad and Tobago,2006,35 - 39,1578
Trinidad and Tobago,2006,40 - 44,462
Trinidad and Tobago,2006,45 - 49,28
Trinidad and Tobago,2006,50 +,1
Trinidad and Tobago,2006,Unknown,33
Trinidad and Tobago,2005,Total,17264
Trinidad and Tobago,2005,0 - 14,25
Trinidad and Tobago,2005,15 - 19,1989
Trinidad and Tobago,2005,20 - 24,5348
Trinidad and Tobago,2005,25 - 29,4573
Trinidad and Tobago,2005,30 - 34,3167
Trinidad and Tobago,2005,35 - 39,1683
Trinidad and Tobago,2005,40 - 44,455
Trinidad and Tobago,2005,45 - 49,15
Trinidad and Tobago,2005,50 +,0
Trinidad and Tobago,2005,Unknown,9
Trinidad and Tobago,2004,Total,17235
Trinidad and Tobago,2004,0 - 14,32
Trinidad and Tobago,2004,15 - 19,2278
Trinidad and Tobago,2004,20 - 24,5206
Trinidad and Tobago,2004,25 - 29,4419
Trinidad and Tobago,2004,30 - 34,3144
Trinidad and Tobago,2004,35 - 39,1642
Trinidad and Tobago,2004,40 - 44,473
Trinidad and Tobago,2004,45 - 49,22
Trinidad and Tobago,2004,50 +,1
Trinidad and Tobago,2004,Unknown,18
Trinidad and Tobago,2002,Total,16990
Trinidad and Tobago,2002,0 - 14,28
Trinidad and Tobago,2002,15 - 19,2377
Trinidad and Tobago,2002,20 - 24,5275
Trinidad and Tobago,2002,25 - 29,4328
Trinidad and Tobago,2002,30 - 34,2919
Trinidad and Tobago,2002,35 - 39,1652
Trinidad and Tobago,2002,40 - 44,364
Trinidad and Tobago,2002,45 +,11
Trinidad and Tobago,2002,Unknown,36
Trinidad and Tobago,1997,Total,18452
Trinidad and Tobago,1997,0 - 14,37
Trinidad and Tobago,1997,15 - 19,2588
Trinidad and Tobago,1997,20 - 24,5353
Trinidad and Tobago,1997,25 - 29,4519
Trinidad and Tobago,1997,30 - 34,3678
Trinidad and Tobago,1997,35 - 39,1804
Trinidad and Tobago,1997,40 - 44,417
Trinidad and Tobago,1997,45 +,24
Trinidad and Tobago,1997,Unknown,32
Trinidad and Tobago,1995,Total,19258
Trinidad and Tobago,1995,0 - 14,43
Trinidad and Tobago,1995,15 - 19,2594
Trinidad and Tobago,1995,20 - 24,5618
Trinidad and Tobago,1995,25 - 29,4851
Trinidad and Tobago,1995,30 - 34,3963
Trinidad and Tobago,1995,35 - 39,1752
Trinidad and Tobago,1995,40 - 44,360
Trinidad and Tobago,1995,45 - 49,34
Trinidad and Tobago,1995,50 +,3
Trinidad and Tobago,1995,Unknown,40
Trinidad and Tobago,1994,Total,19682
Trinidad and Tobago,1994,0 - 14,33
Trinidad and Tobago,1994,15 - 19,2617
Trinidad and Tobago,1994,20 - 24,5662
Trinidad and Tobago,1994,25 - 29,5235
Trinidad and Tobago,1994,30 - 34,3878
Trinidad and Tobago,1994,35 - 39,1755
Trinidad and Tobago,1994,40 - 44,408
Trinidad and Tobago,1994,45 - 49,30
Trinidad and Tobago,1994,50 +,7
Trinidad and Tobago,1994,Unknown,57
Trinidad and Tobago,1993,Total,21094
Trinidad and Tobago,1993,0 - 14,46
Trinidad and Tobago,1993,15 - 19,2931
Trinidad and Tobago,1993,20 - 24,6002
Trinidad and Tobago,1993,25 - 29,5499
Trinidad and Tobago,1993,30 - 34,4214
Trinidad and Tobago,1993,35 - 39,1818
Trinidad and Tobago,1993,40 - 44,402
Trinidad and Tobago,1993,45 - 49,42
Trinidad and Tobago,1993,50 +,1
Trinidad and Tobago,1993,Unknown,139
Trinidad and Tobago,1992,Total,23064
Trinidad and Tobago,1992,0 - 14,60
Trinidad and Tobago,1992,15 - 19,3279
Trinidad and Tobago,1992,20 - 24,6310
Trinidad and Tobago,1992,25 - 29,6359
Trinidad and Tobago,1992,30 - 34,4430
Trinidad and Tobago,1992,35 - 39,2080
Trinidad and Tobago,1992,40 - 44,414
Trinidad and Tobago,1992,45 - 49,36
Trinidad and Tobago,1992,50 +,1
Trinidad and Tobago,1992,Unknown,95
Trinidad and Tobago,1991,Total,22368
Trinidad and Tobago,1991,0 - 14,56
Trinidad and Tobago,1991,15 - 19,3220
Trinidad and Tobago,1991,20 - 24,6338
Trinidad and Tobago,1991,25 - 29,6280
Trinidad and Tobago,1991,30 - 34,4141
Trinidad and Tobago,1991,35 - 39,1803
Trinidad and Tobago,1991,40 - 44,404
Trinidad and Tobago,1991,45 - 49,20
Trinidad and Tobago,1991,50 +,3
Trinidad and Tobago,1991,Unknown,103
Trinidad and Tobago,1990,Total,23960
Trinidad and Tobago,1990,0 - 14,85
Trinidad and Tobago,1990,15 - 19,3315
Trinidad and Tobago,1990,20 - 24,6815
Trinidad and Tobago,1990,25 - 29,6808
Trinidad and Tobago,1990,30 - 34,4302
Trinidad and Tobago,1990,35 - 39,1923
Trinidad and Tobago,1990,40 - 44,491
Trinidad and Tobago,1990,45 - 49,35
Trinidad and Tobago,1990,50 +,1
Trinidad and Tobago,1990,Unknown,185
Trinidad and Tobago,1989,Total,25072
Trinidad and Tobago,1989,0 - 14,70
Trinidad and Tobago,1989,15 - 19,3424
Trinidad and Tobago,1989,20 - 24,7465
Trinidad and Tobago,1989,25 - 29,7192
Trinidad and Tobago,1989,30 - 34,4399
Trinidad and Tobago,1989,35 - 39,1972
Trinidad and Tobago,1989,40 - 44,425
Trinidad and Tobago,1989,45 - 49,28
Trinidad and Tobago,1989,50 +,1
Trinidad and Tobago,1989,Unknown,96
Trinidad and Tobago,1988,Total,26983
Trinidad and Tobago,1988,0 - 14,75
Trinidad and Tobago,1988,15 - 19,3393
Trinidad and Tobago,1988,20 - 24,8351
Trinidad and Tobago,1988,25 - 29,7806
Trinidad and Tobago,1988,30 - 34,4783
Trinidad and Tobago,1988,35 - 39,1940
Trinidad and Tobago,1988,40 - 44,462
Trinidad and Tobago,1988,45 - 49,34
Trinidad and Tobago,1988,50 +,6
Trinidad and Tobago,1988,Unknown,133
Trinidad and Tobago,1987,Total,29167
Trinidad and Tobago,1987,0 - 14,82
Trinidad and Tobago,1987,15 - 19,3734
Trinidad and Tobago,1987,20 - 24,9252
Trinidad and Tobago,1987,25 - 29,8416
Trinidad and Tobago,1987,30 - 34,4978
Trinidad and Tobago,1987,35 - 39,2011
Trinidad and Tobago,1987,40 - 44,507
Trinidad and Tobago,1987,45 - 49,34
Trinidad and Tobago,1987,50 +,3
Trinidad and Tobago,1987,Unknown,150
Trinidad and Tobago,1986,Total,31886
Trinidad and Tobago,1986,0 - 14,74
Trinidad and Tobago,1986,15 - 19,4259
Trinidad and Tobago,1986,20 - 24,10601
Trinidad and Tobago,1986,25 - 29,8759
Trinidad and Tobago,1986,30 - 34,5221
Trinidad and Tobago,1986,35 - 39,2221
Trinidad and Tobago,1986,40 - 44,506
Trinidad and Tobago,1986,45 - 49,34
Trinidad and Tobago,1986,50 +,9
Trinidad and Tobago,1986,Unknown,202
Trinidad and Tobago,1985,Total,33719
Trinidad and Tobago,1985,0 - 14,90
Trinidad and Tobago,1985,15 - 19,4778
Trinidad and Tobago,1985,20 - 24,11092
Trinidad and Tobago,1985,25 - 29,9211
Trinidad and Tobago,1985,30 - 34,5265
Trinidad and Tobago,1985,35 - 39,2345
Trinidad and Tobago,1985,40 - 44,503
Trinidad and Tobago,1985,45 - 49,43
Trinidad and Tobago,1985,50 +,6
Trinidad and Tobago,1985,Unknown,386
Trinidad and Tobago,1984,Total,31599
Trinidad and Tobago,1984,0 - 14,88
Trinidad and Tobago,1984,15 - 19,4847
Trinidad and Tobago,1984,20 - 24,10801
Trinidad and Tobago,1984,25 - 29,8570
Trinidad and Tobago,1984,30 - 34,4646
Trinidad and Tobago,1984,35 - 39,2045
Trinidad and Tobago,1984,40 - 44,444
Trinidad and Tobago,1984,45 - 49,27
Trinidad and Tobago,1984,50 +,3
Trinidad and Tobago,1984,Unknown,128
Trinidad and Tobago,1983,Total,33208
Trinidad and Tobago,1983,0 - 14,79
Trinidad and Tobago,1983,15 - 19,5410
Trinidad and Tobago,1983,20 - 24,10878
Trinidad and Tobago,1983,25 - 29,8612
Trinidad and Tobago,1983,30 - 34,4430
Trinidad and Tobago,1983,35 - 39,2096
Trinidad and Tobago,1983,40 - 44,414
Trinidad and Tobago,1983,45 - 49,32
Trinidad and Tobago,1983,50 +,2
Trinidad and Tobago,1983,Unknown,1255
Trinidad and Tobago,1982,Total,32537
Trinidad and Tobago,1982,0 - 14,106
Trinidad and Tobago,1982,15 - 19,5258
Trinidad and Tobago,1982,20 - 24,10060
Trinidad and Tobago,1982,25 - 29,7930
Trinidad and Tobago,1982,30 - 34,4283
Trinidad and Tobago,1982,35 - 39,1899
Trinidad and Tobago,1982,40 - 44,405
Trinidad and Tobago,1982,45 - 49,35
Trinidad and Tobago,1982,50 +,4
Trinidad and Tobago,1982,Unknown,2557
Trinidad and Tobago,1981,Total,32177
Trinidad and Tobago,1981,0 - 14,90
Trinidad and Tobago,1981,15 - 19,5688
Trinidad and Tobago,1981,20 - 24,10509
Trinidad and Tobago,1981,25 - 29,7985
Trinidad and Tobago,1981,30 - 34,4491
Trinidad and Tobago,1981,35 - 39,1957
Trinidad and Tobago,1981,40 - 44,446
Trinidad and Tobago,1981,45 - 49,60
Trinidad and Tobago,1981,50 +,3
Trinidad and Tobago,1981,Unknown,948
Trinidad and Tobago,1980,Total,29869
Trinidad and Tobago,1980,0 - 14,73
Trinidad and Tobago,1980,15 - 19,5356
Trinidad and Tobago,1980,20 - 24,9635
Trinidad and Tobago,1980,25 - 29,7483
Trinidad and Tobago,1980,30 - 34,4221
Trinidad and Tobago,1980,35 - 39,1762
Trinidad and Tobago,1980,40 - 44,424
Trinidad and Tobago,1980,45 - 49,46
Trinidad and Tobago,1980,50 +,5
Trinidad and Tobago,1980,Unknown,864
Trinidad and Tobago,1979,Total,29698
Trinidad and Tobago,1979,0 - 14,99
Trinidad and Tobago,1979,15 - 19,5378
Trinidad and Tobago,1979,20 - 24,9959
Trinidad and Tobago,1979,25 - 29,7274
Trinidad and Tobago,1979,30 - 34,4140
Trinidad and Tobago,1979,35 - 39,1866
Trinidad and Tobago,1979,40 - 44,478
Trinidad and Tobago,1979,45 - 49,52
Trinidad and Tobago,1979,50 +,6
Trinidad and Tobago,1979,Unknown,446
Trinidad and Tobago,1978,Total,28295
Trinidad and Tobago,1978,0 - 14,79
Trinidad and Tobago,1978,15 - 19,5144
Trinidad and Tobago,1978,20 - 24,9669
Trinidad and Tobago,1978,25 - 29,6905
Trinidad and Tobago,1978,30 - 34,4041
Trinidad and Tobago,1978,35 - 39,1821
Trinidad and Tobago,1978,40 - 44,473
Trinidad and Tobago,1978,45 - 49,55
Trinidad and Tobago,1978,50 +,2
Trinidad and Tobago,1978,Unknown,106
Trinidad and Tobago,1977,Total,27895
Trinidad and Tobago,1977,0 - 14,78
Trinidad and Tobago,1977,15 - 19,5089
Trinidad and Tobago,1977,20 - 24,9650
Trinidad and Tobago,1977,25 - 29,6706
Trinidad and Tobago,1977,30 - 34,3960
Trinidad and Tobago,1977,35 - 39,1746
Trinidad and Tobago,1977,40 - 44,458
Trinidad and Tobago,1977,45 - 49,58
Trinidad and Tobago,1977,50 +,3
Trinidad and Tobago,1977,Unknown,147
Trinidad and Tobago,1976,Total,27149
Trinidad and Tobago,1976,0 - 14,76
Trinidad and Tobago,1976,15 - 19,5057
Trinidad and Tobago,1976,20 - 24,9173
Trinidad and Tobago,1976,25 - 29,6611
Trinidad and Tobago,1976,30 - 34,3629
Trinidad and Tobago,1976,35 - 39,1731
Trinidad and Tobago,1976,40 - 44,528
Trinidad and Tobago,1976,45 +,53
Trinidad and Tobago,1976,Unknown,291
Trinidad and Tobago,1975,Total,25673
Trinidad and Tobago,1975,0 - 14,76
Trinidad and Tobago,1975,15 - 19,4815
Trinidad and Tobago,1975,20 - 24,8655
Trinidad and Tobago,1975,25 - 29,6244
Trinidad and Tobago,1975,30 - 34,3535
Trinidad and Tobago,1975,35 - 39,1694
Trinidad and Tobago,1975,40 - 44,516
Trinidad and Tobago,1975,45 - 49,73
Trinidad and Tobago,1975,50 +,13
Trinidad and Tobago,1975,Unknown,52
Trinidad and Tobago,1974,Total,26138
Trinidad and Tobago,1974,0 - 14,87
Trinidad and Tobago,1974,15 - 19,5025
Trinidad and Tobago,1974,20 - 24,8737
Trinidad and Tobago,1974,25 - 29,6378
Trinidad and Tobago,1974,30 - 34,3510
Trinidad and Tobago,1974,35 - 39,1750
Trinidad and Tobago,1974,40 - 44,528
Trinidad and Tobago,1974,45 - 49,73
Trinidad and Tobago,1974,50 +,4
Trinidad and Tobago,1974,Unknown,46
Trinidad and Tobago,1973,Total,26231
Trinidad and Tobago,1973,0 - 14,63
Trinidad and Tobago,1973,15 - 19,5145
Trinidad and Tobago,1973,20 - 24,8813
Trinidad and Tobago,1973,25 - 29,6443
Trinidad and Tobago,1973,30 - 34,3382
Trinidad and Tobago,1973,35 - 39,1760
Trinidad and Tobago,1973,40 - 44,522
Trinidad and Tobago,1973,45 - 49,56
Trinidad and Tobago,1973,50 +,7
Trinidad and Tobago,1973,Unknown,40
Trinidad and Tobago,1972,Total,28049
Trinidad and Tobago,1972,0 - 14,56
Trinidad and Tobago,1972,15 - 19,5317
Trinidad and Tobago,1972,20 - 24,9592
Trinidad and Tobago,1972,25 - 29,6646
Trinidad and Tobago,1972,30 - 34,3691
Trinidad and Tobago,1972,35 - 39,1971
Trinidad and Tobago,1972,40 - 44,657
Trinidad and Tobago,1972,45 - 49,77
Trinidad and Tobago,1972,50 +,10
Trinidad and Tobago,1972,Unknown,32
Trinidad and Tobago,1971,Total,26116
Trinidad and Tobago,1971,0 - 14,60
Trinidad and Tobago,1971,15 - 19,4724
Trinidad and Tobago,1971,20 - 24,8820
Trinidad and Tobago,1971,25 - 29,6235
Trinidad and Tobago,1971,30 - 34,3474
Trinidad and Tobago,1971,35 - 39,1973
Trinidad and Tobago,1971,40 - 44,597
Trinidad and Tobago,1971,45 - 49,81
Trinidad and Tobago,1971,50 +,6
Trinidad and Tobago,1971,Unknown,146
Trinidad and Tobago,1970,Total,25151
Trinidad and Tobago,1970,0 - 14,51
Trinidad and Tobago,1970,15 - 19,4530
Trinidad and Tobago,1970,20 - 24,8484
Trinidad and Tobago,1970,25 - 29,5882
Trinidad and Tobago,1970,30 - 34,3394
Trinidad and Tobago,1970,35 - 39,1988
Trinidad and Tobago,1970,40 - 44,611
Trinidad and Tobago,1970,45 - 49,79
Trinidad and Tobago,1970,50 +,10
Trinidad and Tobago,1970,Unknown,122
Trinidad and Tobago,1969,Total,25130
Trinidad and Tobago,1969,0 - 14,52
Trinidad and Tobago,1969,15 - 19,4294
Trinidad and Tobago,1969,20 - 24,8839
Trinidad and Tobago,1969,25 - 29,5882
Trinidad and Tobago,1969,30 - 34,3274
Trinidad and Tobago,1969,35 - 39,1956
Trinidad and Tobago,1969,40 - 44,576
Trinidad and Tobago,1969,45 +,96
Trinidad and Tobago,1969,Unknown,161
Trinidad and Tobago,1968,Total,28107
Trinidad and Tobago,1968,0 - 14,32
Trinidad and Tobago,1968,15 - 19,4807
Trinidad and Tobago,1968,20 - 24,9700
Trinidad and Tobago,1968,25 - 29,6417
Trinidad and Tobago,1968,30 - 34,3968
Trinidad and Tobago,1968,35 - 39,2292
Trinidad and Tobago,1968,40 - 44,665
Trinidad and Tobago,1968,45 +,100
Trinidad and Tobago,1968,Unknown,126
Trinidad and Tobago,1967,Total,28462
Trinidad and Tobago,1967,0 - 14,53
Trinidad and Tobago,1967,15 - 19,4842
Trinidad and Tobago,1967,20 - 24,9775
Trinidad and Tobago,1967,25 - 29,6447
Trinidad and Tobago,1967,30 - 34,4108
Trinidad and Tobago,1967,35 - 39,2322
Trinidad and Tobago,1967,40 - 44,637
Trinidad and Tobago,1967,45 +,110
Trinidad and Tobago,1967,Unknown,168
Trinidad and Tobago,1966,Total,30079
